Record ID,Record Type,Record Number,Source Type,Record Date,Customer ID,Customer Name,Related Transaction,Description,Imported By,Import Date,Status,Notes
REC-2026-000205,Issued Invoice,INV-2026-000085,CRM Operational Archive,2026-06-19,CUST-000502,Aisha Sani,SALE-2026-000085,Invoice issued to Aisha Sani. Total: 319800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000206,Issued Invoice,INV-2026-000086,CRM Operational Archive,2026-08-12,CUST-000283,Aliyu Mohammed,SALE-2026-000086,Invoice issued to Aliyu Mohammed. Total: 119000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000207,Issued Invoice,INV-2026-000087,CRM Operational Archive,2026-07-20,CUST-000053,Ahmed Usman,SALE-2026-000087,Invoice issued to Ahmed Usman. Total: 447200.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000208,Issued Invoice,INV-2026-000088,CRM Operational Archive,2026-07-20,CUST-000374,Musa Ibrahim,SALE-2026-000088,Invoice issued to Musa Ibrahim. Total: 38800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000209,Issued Invoice,INV-2026-000089,CRM Operational Archive,2026-07-18,CUST-000272,Fatima Sani,SALE-2026-000089,Invoice issued to Fatima Sani. Total: 112100.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000210,Issued Invoice,INV-2026-000090,CRM Operational Archive,2026-06-16,CUST-000171,Abdullahi Suleiman,SALE-2026-000090,Invoice issued to Abdullahi Suleiman. Total: 314000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000211,Issued Invoice,INV-2026-000091,CRM Operational Archive,2026-08-14,CUST-000411,Hassan Musa,SALE-2026-000091,Invoice issued to Hassan Musa. Total: 76100.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000212,Issued Invoice,INV-2026-000092,CRM Operational Archive,2026-07-26,CUST-000046,Aisha Abubakar,SALE-2026-000092,Invoice issued to Aisha Abubakar. Total: 540600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000213,Issued Invoice,INV-2026-000093,CRM Operational Archive,2026-07-19,CUST-000251,Bello Usman,SALE-2026-000093,Invoice issued to Bello Usman. Total: 264600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000214,Issued Invoice,INV-2026-000094,CRM Operational Archive,2026-07-15,CUST-000348,Maryam Ibrahim,SALE-2026-000094,Invoice issued to Maryam Ibrahim. Total: 297900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000215,Issued Invoice,INV-2026-000095,CRM Operational Archive,2026-07-19,CUST-000310,Rukayya Lawal,SALE-2026-000095,Invoice issued to Rukayya Lawal. Total: 136800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000216,Issued Invoice,INV-2026-000096,CRM Operational Archive,2026-06-19,CUST-000255,Sani Umar,SALE-2026-000096,Invoice issued to Sani Umar. Total: 244500.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000217,Issued Invoice,INV-2026-000097,CRM Operational Archive,2026-07-05,CUST-000453,Ahmed Tanko,SALE-2026-000097,Invoice issued to Ahmed Tanko. Total: 478100.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000218,Issued Invoice,INV-2026-000098,CRM Operational Archive,2026-06-17,CUST-000510,Hussaini Musa,SALE-2026-000098,Invoice issued to Hussaini Musa. Total: 91200.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000219,Issued Invoice,INV-2026-000099,CRM Operational Archive,2026-07-12,CUST-000512,Mustapha Shehu,SALE-2026-000099,Invoice issued to Mustapha Shehu. Total: 21000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000220,Issued Invoice,INV-2026-000100,CRM Operational Archive,2026-06-24,CUST-000131,Sani Mohammed,SALE-2026-000100,Invoice issued to Sani Mohammed. Total: 17500.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000221,Issued Invoice,INV-2026-000101,CRM Operational Archive,2026-07-05,CUST-000435,Hauwa Aliyu,SALE-2026-000101,Invoice issued to Hauwa Aliyu. Total: 564900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000222,Issued Invoice,INV-2026-000102,CRM Operational Archive,2026-07-14,CUST-000147,Musa Lawal,SALE-2026-000102,Invoice issued to Musa Lawal. Total: 171100.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000223,Issued Invoice,INV-2026-000103,CRM Operational Archive,2026-08-01,CUST-000065,Hassan Umar,SALE-2026-000103,Invoice issued to Hassan Umar. Total: 384800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000224,Issued Invoice,INV-2026-000104,CRM Operational Archive,2026-07-28,CUST-000216,Muhammad Shehu,SALE-2026-000104,Invoice issued to Muhammad Shehu. Total: 625500.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000225,Issued Invoice,INV-2026-000105,CRM Operational Archive,2026-07-01,CUST-000486,Zainab Ahmad,SALE-2026-000105,Invoice issued to Zainab Ahmad. Total: 603900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000226,Issued Invoice,INV-2026-000106,CRM Operational Archive,2026-08-09,CUST-000382,Khadija Umar,SALE-2026-000106,Invoice issued to Khadija Umar. Total: 333600.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000227,Issued Invoice,INV-2026-000107,CRM Operational Archive,2026-07-17,CUST-000404,Abdullahi Usman,SALE-2026-000107,Invoice issued to Abdullahi Usman. Total: 160500.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000228,Issued Invoice,INV-2026-000108,CRM Operational Archive,2026-06-20,CUST-000177,Yusuf Kabiru,SALE-2026-000108,Invoice issued to Yusuf Kabiru. Total: 510900.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000229,Issued Invoice,INV-2026-000109,CRM Operational Archive,2026-06-24,CUST-000216,Muhammad Shehu,SALE-2026-000109,Invoice issued to Muhammad Shehu. Total: 222000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000230,Issued Invoice,INV-2026-000110,CRM Operational Archive,2026-08-06,CUST-000443,Muhammad Hassan,SALE-2026-000110,Invoice issued to Muhammad Hassan. Total: 229700.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000231,Issued Invoice,INV-2026-000111,CRM Operational Archive,2026-07-08,CUST-000161,Abubakar Aliyu,SALE-2026-000111,Invoice issued to Abubakar Aliyu. Total: 605200.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000232,Issued Invoice,INV-2026-000112,CRM Operational Archive,2026-07-31,CUST-000194,Rukayya Hassan,SALE-2026-000112,Invoice issued to Rukayya Hassan. Total: 153700.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000233,Issued Invoice,INV-2026-000113,CRM Operational Archive,2026-06-28,CUST-000501,Umar Ibrahim,SALE-2026-000113,Invoice issued to Umar Ibrahim. Total: 504000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000234,Issued Invoice,INV-2026-000114,CRM Operational Archive,2026-06-18,CUST-000131,Sani Mohammed,SALE-2026-000114,Invoice issued to Sani Mohammed. Total: 261800.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000235,Issued Invoice,INV-2026-000115,CRM Operational Archive,2026-08-11,CUST-000503,Sani Ibrahim,SALE-2026-000115,Invoice issued to Sani Ibrahim. Total: 88200.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000236,Issued Invoice,INV-2026-000116,CRM Operational Archive,2026-07-21,CUST-000329,Hauwa Yusuf,SALE-2026-000116,Invoice issued to Hauwa Yusuf. Total: 176300.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000237,Issued Invoice,INV-2026-000117,CRM Operational Archive,2026-07-15,CUST-000100,Asma'u Tanko,SALE-2026-000117,Invoice issued to Asma'u Tanko. Total: 210000.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000238,Issued Invoice,INV-2026-000118,CRM Operational Archive,2026-07-27,CUST-000335,Aisha Suleiman,SALE-2026-000118,Invoice issued to Aisha Suleiman. Total: 614400.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000239,Issued Invoice,INV-2026-000119,CRM Operational Archive,2026-06-30,CUST-000438,Mustapha Ibrahim,SALE-2026-000119,Invoice issued to Mustapha Ibrahim. Total: 167500.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000240,Issued Invoice,INV-2026-000120,CRM Operational Archive,2026-06-21,CUST-000073,Ahmed Suleiman,SALE-2026-000120,Invoice issued to Ahmed Suleiman. Total: 311100.0.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original invoice remains in Invoices.
REC-2026-000241,Completed Delivery,DEL-2026-000004,CRM Operational Archive,2026-07-17,CUST-000404,Abdullahi Usman,SALE-2026-000107,Delivery completed for Abdullahi Usman via truck KT-214-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000242,Completed Delivery,DEL-2026-000005,CRM Operational Archive,2026-07-05,CUST-000327,Rukayya Bello,SALE-2026-000010,Delivery completed for Rukayya Bello via truck KT-726-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000243,Completed Delivery,DEL-2026-000007,CRM Operational Archive,2026-07-20,CUST-000245,Khadija Usman,SALE-2026-000040,Delivery completed for Khadija Usman via truck KT-214-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000244,Completed Delivery,DEL-2026-000010,CRM Operational Archive,2026-08-14,CUST-000369,Maryam Sani,SALE-2026-000082,Delivery completed for Maryam Sani via truck KT-958-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000245,Completed Delivery,DEL-2026-000015,CRM Operational Archive,2026-07-09,CUST-000019,Aliyu Musa,SALE-2026-000078,Delivery completed for Aliyu Musa via truck KT-391-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000246,Completed Delivery,DEL-2026-000016,CRM Operational Archive,2026-07-14,CUST-000147,Musa Lawal,SALE-2026-000102,Delivery completed for Musa Lawal via truck KT-746-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000247,Completed Delivery,DEL-2026-000017,CRM Operational Archive,2026-06-19,CUST-000448,Hadiza Suleiman,SALE-2026-000063,Delivery completed for Hadiza Suleiman via truck KT-857-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000248,Completed Delivery,DEL-2026-000020,CRM Operational Archive,2026-08-14,CUST-000212,Safiya Hassan,SALE-2026-000042,Delivery completed for Safiya Hassan via truck KT-746-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000249,Completed Delivery,DEL-2026-000034,CRM Operational Archive,2026-07-24,CUST-000069,Usman Yusuf,SALE-2026-000027,Delivery completed for Usman Yusuf via truck KT-857-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000250,Completed Delivery,DEL-2026-000040,CRM Operational Archive,2026-07-14,CUST-000147,Musa Lawal,SALE-2026-000102,Delivery completed for Musa Lawal via truck KT-746-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000251,Completed Delivery,DEL-2026-000041,CRM Operational Archive,2026-07-20,CUST-000156,Hussaini Usman,SALE-2026-000056,Delivery completed for Hussaini Usman via truck KT-947-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000252,Completed Delivery,DEL-2026-000042,CRM Operational Archive,2026-07-18,CUST-000276,Aisha Danjuma,SALE-2026-000084,Delivery completed for Aisha Danjuma via truck KT-746-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000253,Completed Delivery,DEL-2026-000044,CRM Operational Archive,2026-07-12,CUST-000353,Usman Danjuma,SALE-2026-000014,Delivery completed for Usman Danjuma via truck KT-746-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000254,Completed Delivery,DEL-2026-000050,CRM Operational Archive,2026-08-02,CUST-000038,Asma'u Tanko,SALE-2026-000038,Delivery completed for Asma'u Tanko via truck KT-947-XY.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original delivery remains in Logistics.
REC-2026-000255,Paid Expenditure,EXP-2026-000008,CRM Operational Archive,2026-08-03,,,EXP-2026-000008,Expenditure paid for Sales: Demo expenditure request EXP-2026-000008.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original expenditure remains in Expenditures.
REC-2026-000256,Paid Expenditure,EXP-2026-000013,CRM Operational Archive,2026-08-06,,,EXP-2026-000013,Expenditure paid for Warehouse: Demo expenditure request EXP-2026-000013.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original expenditure remains in Expenditures.
REC-2026-000257,Paid Expenditure,EXP-2026-000017,CRM Operational Archive,2026-08-13,,,EXP-2026-000017,Expenditure paid for Sales: Demo expenditure request EXP-2026-000017.,Demo Administrator,2026-08-15 12:03:07,Archived,System-created archive entry; original expenditure remains in Expenditures.
REC-2026-000258,Completed Sale,SALE-2026-000121,CRM Operational Archive,2026-08-15,CUST-000100,Asma'u Tanko,,Sale completed for Asma'u Tanko. Total: 165000.0.,Demo Administrator,2026-08-15 13:08:51,Archived,System-created archive entry; original sale remains in Sales.
REC-2026-000259,Issued Invoice,INV-2026-000121,CRM Operational Archive,2026-08-15,CUST-000100,Asma'u Tanko,SALE-2026-000121,Invoice issued to Asma'u Tanko. Total: 165000.0.,Demo Administrator,2026-08-15 13:08:51,Archived,System-created archive entry; original invoice remains in Invoices.
