Movement ID,Date,Product ID,Product Name,Movement Type,Quantity,Reference,Source/Destination,Recorded By,Notes
STOCK-000372,2026-07-20,PROD-000186,Cocoa Sandwich,Stock Received,249.0,GRN-000372,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000373,2026-06-15,PROD-000187,Family Pack,Opening Stock,1037.0,OPEN-PROD-000187,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000374,2026-07-03,PROD-000187,Family Pack,Stock Received,717.0,GRN-000374,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000375,2026-06-15,PROD-000188,Cocoa Sandwich,Opening Stock,740.0,OPEN-PROD-000188,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000376,2026-07-14,PROD-000188,Cocoa Sandwich,Stock Received,812.0,GRN-000376,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000377,2026-06-15,PROD-000189,Milk Crunch,Opening Stock,1521.0,OPEN-PROD-000189,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000378,2026-07-09,PROD-000189,Milk Crunch,Stock Received,347.0,GRN-000378,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000379,2026-06-15,PROD-000190,Chocolate Delight,Opening Stock,1562.0,OPEN-PROD-000190,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000380,2026-07-22,PROD-000190,Chocolate Delight,Stock Received,605.0,GRN-000380,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000381,2026-06-15,PROD-000191,Golden Crunch,Opening Stock,1899.0,OPEN-PROD-000191,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000382,2026-07-07,PROD-000191,Golden Crunch,Stock Received,1033.0,GRN-000382,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000383,2026-06-15,PROD-000192,Milk Crunch,Opening Stock,1206.0,OPEN-PROD-000192,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000384,2026-08-09,PROD-000192,Milk Crunch,Stock Received,269.0,GRN-000384,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000385,2026-06-15,PROD-000193,Vanilla Cream,Opening Stock,2095.0,OPEN-PROD-000193,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000386,2026-07-13,PROD-000193,Vanilla Cream,Stock Received,279.0,GRN-000386,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000387,2026-06-15,PROD-000194,Classic Cream,Opening Stock,2093.0,OPEN-PROD-000194,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000388,2026-07-28,PROD-000194,Classic Cream,Stock Received,739.0,GRN-000388,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000389,2026-06-15,PROD-000195,Vanilla Cream,Opening Stock,2042.0,OPEN-PROD-000195,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000390,2026-08-03,PROD-000195,Vanilla Cream,Stock Received,562.0,GRN-000390,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000391,2026-06-15,PROD-000196,Strawberry Cream,Opening Stock,1165.0,OPEN-PROD-000196,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000392,2026-07-12,PROD-000196,Strawberry Cream,Stock Received,985.0,GRN-000392,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000393,2026-06-15,PROD-000197,Cocoa Sandwich,Opening Stock,1650.0,OPEN-PROD-000197,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000394,2026-07-24,PROD-000197,Cocoa Sandwich,Stock Received,779.0,GRN-000394,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000395,2026-06-15,PROD-000198,Strawberry Cream,Opening Stock,1982.0,OPEN-PROD-000198,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000396,2026-07-19,PROD-000198,Strawberry Cream,Stock Received,1110.0,GRN-000396,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000397,2026-06-15,PROD-000199,Coconut Crunch,Opening Stock,1142.0,OPEN-PROD-000199,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000398,2026-08-01,PROD-000199,Coconut Crunch,Stock Received,461.0,GRN-000398,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000399,2026-06-15,PROD-000200,Classic Crackers,Opening Stock,2151.0,OPEN-PROD-000200,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000400,2026-07-30,PROD-000200,Classic Crackers,Stock Received,1048.0,GRN-000400,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000401,2026-06-15,PROD-000201,Cocoa Sandwich,Opening Stock,1911.0,OPEN-PROD-000201,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000402,2026-07-22,PROD-000201,Cocoa Sandwich,Stock Received,813.0,GRN-000402,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000403,2026-06-15,PROD-000202,Golden Crunch,Opening Stock,1339.0,OPEN-PROD-000202,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000404,2026-07-31,PROD-000202,Golden Crunch,Stock Received,881.0,GRN-000404,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000405,2026-06-15,PROD-000203,Strawberry Cream,Opening Stock,816.0,OPEN-PROD-000203,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000406,2026-07-08,PROD-000203,Strawberry Cream,Stock Received,1004.0,GRN-000406,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000407,2026-06-15,PROD-000204,Honey Crunch,Opening Stock,1845.0,OPEN-PROD-000204,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000408,2026-07-17,PROD-000204,Honey Crunch,Stock Received,361.0,GRN-000408,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000409,2026-06-15,PROD-000205,Vanilla Cream,Opening Stock,1048.0,OPEN-PROD-000205,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000410,2026-08-06,PROD-000205,Vanilla Cream,Stock Received,773.0,GRN-000410,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000411,2026-06-15,PROD-000206,Strawberry Cream,Opening Stock,1155.0,OPEN-PROD-000206,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000412,2026-07-16,PROD-000206,Strawberry Cream,Stock Received,645.0,GRN-000412,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000413,2026-06-15,PROD-000207,Butter Delight,Opening Stock,1039.0,OPEN-PROD-000207,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000414,2026-07-10,PROD-000207,Butter Delight,Stock Received,397.0,GRN-000414,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000415,2026-06-15,PROD-000208,Chocolate Delight,Opening Stock,1783.0,OPEN-PROD-000208,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000416,2026-07-30,PROD-000208,Chocolate Delight,Stock Received,649.0,GRN-000416,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000417,2026-06-15,PROD-000209,Premium Wafer,Opening Stock,1179.0,OPEN-PROD-000209,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000418,2026-07-09,PROD-000209,Premium Wafer,Stock Received,393.0,GRN-000418,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000419,2026-06-15,PROD-000210,Cocoa Sandwich,Opening Stock,2081.0,OPEN-PROD-000210,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000420,2026-07-27,PROD-000210,Cocoa Sandwich,Stock Received,352.0,GRN-000420,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000421,2026-06-15,PROD-000211,Honey Crunch,Opening Stock,1101.0,OPEN-PROD-000211,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000422,2026-07-04,PROD-000211,Honey Crunch,Stock Received,1038.0,GRN-000422,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000423,2026-06-15,PROD-000212,Classic Cream,Opening Stock,1321.0,OPEN-PROD-000212,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000424,2026-08-12,PROD-000212,Classic Cream,Stock Received,918.0,GRN-000424,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000425,2026-06-15,PROD-000213,Strawberry Cream,Opening Stock,1625.0,OPEN-PROD-000213,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000426,2026-07-01,PROD-000213,Strawberry Cream,Stock Received,774.0,GRN-000426,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000427,2026-06-15,PROD-000214,Rich Chocolate,Opening Stock,1338.0,OPEN-PROD-000214,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000428,2026-08-07,PROD-000214,Rich Chocolate,Stock Received,789.0,GRN-000428,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000429,2026-06-15,PROD-000215,Milk Crunch,Opening Stock,1890.0,OPEN-PROD-000215,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000430,2026-07-01,PROD-000215,Milk Crunch,Stock Received,1113.0,GRN-000430,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000431,2026-06-15,PROD-000216,Chocolate Delight,Opening Stock,1796.0,OPEN-PROD-000216,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000432,2026-07-31,PROD-000216,Chocolate Delight,Stock Received,1158.0,GRN-000432,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000433,2026-06-15,PROD-000217,Rich Chocolate,Opening Stock,1369.0,OPEN-PROD-000217,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000434,2026-07-03,PROD-000217,Rich Chocolate,Stock Received,821.0,GRN-000434,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000435,2026-06-15,PROD-000218,Butter Delight,Opening Stock,1176.0,OPEN-PROD-000218,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000436,2026-07-19,PROD-000218,Butter Delight,Stock Received,222.0,GRN-000436,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000437,2026-06-15,PROD-000219,Family Pack,Opening Stock,1983.0,OPEN-PROD-000219,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000438,2026-08-13,PROD-000219,Family Pack,Stock Received,454.0,GRN-000438,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000439,2026-06-15,PROD-000220,Butter Delight,Opening Stock,1046.0,OPEN-PROD-000220,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000440,2026-08-05,PROD-000220,Butter Delight,Stock Received,616.0,GRN-000440,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000441,2026-06-15,PROD-000221,Butter Delight,Opening Stock,1184.0,OPEN-PROD-000221,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000442,2026-07-14,PROD-000221,Butter Delight,Stock Received,949.0,GRN-000442,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000443,2026-06-15,PROD-000222,Family Pack,Opening Stock,1489.0,OPEN-PROD-000222,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000444,2026-08-13,PROD-000222,Family Pack,Stock Received,793.0,GRN-000444,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000445,2026-06-15,PROD-000223,Golden Crunch,Opening Stock,576.0,OPEN-PROD-000223,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000446,2026-07-04,PROD-000223,Golden Crunch,Stock Received,550.0,GRN-000446,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000447,2026-06-15,PROD-000224,Premium Wafer,Opening Stock,747.0,OPEN-PROD-000224,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000448,2026-07-24,PROD-000224,Premium Wafer,Stock Received,650.0,GRN-000448,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000449,2026-06-15,PROD-000225,Vanilla Cream,Opening Stock,536.0,OPEN-PROD-000225,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000450,2026-07-15,PROD-000225,Vanilla Cream,Stock Received,528.0,GRN-000450,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000451,2026-06-15,PROD-000226,Rich Chocolate,Opening Stock,1554.0,OPEN-PROD-000226,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000452,2026-07-05,PROD-000226,Rich Chocolate,Stock Received,667.0,GRN-000452,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000453,2026-06-15,PROD-000227,Rich Chocolate,Opening Stock,1790.0,OPEN-PROD-000227,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000454,2026-08-08,PROD-000227,Rich Chocolate,Stock Received,856.0,GRN-000454,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000455,2026-06-15,PROD-000228,Coconut Crunch,Opening Stock,1638.0,OPEN-PROD-000228,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000456,2026-07-10,PROD-000228,Coconut Crunch,Stock Received,484.0,GRN-000456,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000457,2026-06-15,PROD-000229,Chocolate Delight,Opening Stock,2074.0,OPEN-PROD-000229,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000458,2026-08-07,PROD-000229,Chocolate Delight,Stock Received,123.0,GRN-000458,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000459,2026-06-15,PROD-000230,Family Pack,Opening Stock,819.0,OPEN-PROD-000230,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000460,2026-07-30,PROD-000230,Family Pack,Stock Received,775.0,GRN-000460,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000461,2026-06-15,PROD-000231,Strawberry Cream,Opening Stock,1449.0,OPEN-PROD-000231,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000462,2026-07-06,PROD-000231,Strawberry Cream,Stock Received,522.0,GRN-000462,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000463,2026-06-15,PROD-000232,Coconut Crunch,Opening Stock,1878.0,OPEN-PROD-000232,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000464,2026-07-25,PROD-000232,Coconut Crunch,Stock Received,449.0,GRN-000464,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000465,2026-06-15,PROD-000233,Strawberry Cream,Opening Stock,672.0,OPEN-PROD-000233,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000466,2026-07-11,PROD-000233,Strawberry Cream,Stock Received,954.0,GRN-000466,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000467,2026-06-15,PROD-000234,Strawberry Cream,Opening Stock,1894.0,OPEN-PROD-000234,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000468,2026-08-07,PROD-000234,Strawberry Cream,Stock Received,372.0,GRN-000468,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000469,2026-06-15,PROD-000235,Vanilla Cream,Opening Stock,557.0,OPEN-PROD-000235,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000470,2026-07-18,PROD-000235,Vanilla Cream,Stock Received,654.0,GRN-000470,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000471,2026-06-15,PROD-000236,Golden Crunch,Opening Stock,591.0,OPEN-PROD-000236,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000472,2026-07-09,PROD-000236,Golden Crunch,Stock Received,479.0,GRN-000472,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000473,2026-06-15,PROD-000237,Strawberry Cream,Opening Stock,2003.0,OPEN-PROD-000237,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000474,2026-07-30,PROD-000237,Strawberry Cream,Stock Received,1151.0,GRN-000474,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000475,2026-06-15,PROD-000238,Cocoa Sandwich,Opening Stock,1464.0,OPEN-PROD-000238,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000476,2026-07-23,PROD-000238,Cocoa Sandwich,Stock Received,798.0,GRN-000476,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000477,2026-06-15,PROD-000239,Milk Crunch,Opening Stock,1211.0,OPEN-PROD-000239,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000478,2026-07-06,PROD-000239,Milk Crunch,Stock Received,750.0,GRN-000478,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000479,2026-06-15,PROD-000240,Chocolate Delight,Opening Stock,1482.0,OPEN-PROD-000240,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000480,2026-07-13,PROD-000240,Chocolate Delight,Stock Received,622.0,GRN-000480,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000481,2026-06-15,PROD-000241,Premium Wafer,Opening Stock,1169.0,OPEN-PROD-000241,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000482,2026-08-11,PROD-000241,Premium Wafer,Stock Received,612.0,GRN-000482,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000483,2026-06-15,PROD-000242,Caramel Cream,Opening Stock,1818.0,OPEN-PROD-000242,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000484,2026-08-05,PROD-000242,Caramel Cream,Stock Received,1103.0,GRN-000484,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000485,2026-06-15,PROD-000243,Butter Delight,Opening Stock,544.0,OPEN-PROD-000243,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000486,2026-07-21,PROD-000243,Butter Delight,Stock Received,1084.0,GRN-000486,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000487,2026-06-15,PROD-000244,Golden Crunch,Opening Stock,1019.0,OPEN-PROD-000244,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000488,2026-08-01,PROD-000244,Golden Crunch,Stock Received,1054.0,GRN-000488,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000489,2026-06-15,PROD-000245,Rich Chocolate,Opening Stock,1252.0,OPEN-PROD-000245,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000490,2026-07-12,PROD-000245,Rich Chocolate,Stock Received,660.0,GRN-000490,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000491,2026-06-15,PROD-000246,Milk Crunch,Opening Stock,1999.0,OPEN-PROD-000246,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000492,2026-07-25,PROD-000246,Milk Crunch,Stock Received,919.0,GRN-000492,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000493,2026-06-15,PROD-000247,Honey Crunch,Opening Stock,947.0,OPEN-PROD-000247,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000494,2026-07-18,PROD-000247,Honey Crunch,Stock Received,210.0,GRN-000494,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000495,2026-06-15,PROD-000248,Premium Wafer,Opening Stock,632.0,OPEN-PROD-000248,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000496,2026-07-01,PROD-000248,Premium Wafer,Stock Received,1142.0,GRN-000496,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000497,2026-06-15,PROD-000249,Chocolate Delight,Opening Stock,1590.0,OPEN-PROD-000249,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000498,2026-07-14,PROD-000249,Chocolate Delight,Stock Received,711.0,GRN-000498,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000499,2026-06-15,PROD-000250,Golden Crunch,Opening Stock,1762.0,OPEN-PROD-000250,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000500,2026-07-12,PROD-000250,Golden Crunch,Stock Received,285.0,GRN-000500,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000501,2026-06-15,PROD-000251,Golden Crunch,Opening Stock,1569.0,OPEN-PROD-000251,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000502,2026-07-13,PROD-000251,Golden Crunch,Stock Received,765.0,GRN-000502,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000503,2026-06-15,PROD-000252,Coconut Crunch,Opening Stock,1151.0,OPEN-PROD-000252,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000504,2026-07-21,PROD-000252,Coconut Crunch,Stock Received,795.0,GRN-000504,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000505,2026-06-15,PROD-000253,Classic Crackers,Opening Stock,871.0,OPEN-PROD-000253,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000506,2026-07-09,PROD-000253,Classic Crackers,Stock Received,259.0,GRN-000506,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000507,2026-06-15,PROD-000254,Classic Crackers,Opening Stock,2134.0,OPEN-PROD-000254,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000508,2026-07-28,PROD-000254,Classic Crackers,Stock Received,457.0,GRN-000508,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000509,2026-06-15,PROD-000255,Caramel Cream,Opening Stock,1581.0,OPEN-PROD-000255,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000510,2026-07-20,PROD-000255,Caramel Cream,Stock Received,1166.0,GRN-000510,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000511,2026-06-15,PROD-000256,Classic Crackers,Opening Stock,1791.0,OPEN-PROD-000256,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000512,2026-07-06,PROD-000256,Classic Crackers,Stock Received,317.0,GRN-000512,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000513,2026-06-15,PROD-000257,Butter Delight,Opening Stock,939.0,OPEN-PROD-000257,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000514,2026-07-15,PROD-000257,Butter Delight,Stock Received,159.0,GRN-000514,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000515,2026-06-15,PROD-000258,Strawberry Cream,Opening Stock,993.0,OPEN-PROD-000258,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000516,2026-07-17,PROD-000258,Strawberry Cream,Stock Received,529.0,GRN-000516,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000517,2026-06-15,PROD-000259,Premium Wafer,Opening Stock,1540.0,OPEN-PROD-000259,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000518,2026-08-05,PROD-000259,Premium Wafer,Stock Received,1178.0,GRN-000518,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000519,2026-06-15,PROD-000260,Milk Crunch,Opening Stock,1552.0,OPEN-PROD-000260,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000520,2026-07-27,PROD-000260,Milk Crunch,Stock Received,532.0,GRN-000520,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000521,2026-06-15,PROD-000261,Chocolate Delight,Opening Stock,2088.0,OPEN-PROD-000261,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000522,2026-08-05,PROD-000261,Chocolate Delight,Stock Received,1100.0,GRN-000522,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000523,2026-06-15,PROD-000262,Honey Crunch,Opening Stock,1644.0,OPEN-PROD-000262,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000524,2026-07-21,PROD-000262,Honey Crunch,Stock Received,767.0,GRN-000524,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000525,2026-06-15,PROD-000263,Golden Crunch,Opening Stock,1832.0,OPEN-PROD-000263,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000526,2026-07-10,PROD-000263,Golden Crunch,Stock Received,902.0,GRN-000526,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000527,2026-06-15,PROD-000264,Coconut Crunch,Opening Stock,1760.0,OPEN-PROD-000264,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000528,2026-08-04,PROD-000264,Coconut Crunch,Stock Received,487.0,GRN-000528,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000529,2026-06-15,PROD-000265,Classic Cream,Opening Stock,1742.0,OPEN-PROD-000265,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000530,2026-08-04,PROD-000265,Classic Cream,Stock Received,413.0,GRN-000530,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000531,2026-06-15,PROD-000266,Strawberry Cream,Opening Stock,768.0,OPEN-PROD-000266,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000532,2026-07-02,PROD-000266,Strawberry Cream,Stock Received,225.0,GRN-000532,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000533,2026-06-15,PROD-000267,Honey Crunch,Opening Stock,570.0,OPEN-PROD-000267,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000534,2026-07-25,PROD-000267,Honey Crunch,Stock Received,674.0,GRN-000534,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000535,2026-06-15,PROD-000268,Milk Crunch,Opening Stock,2178.0,OPEN-PROD-000268,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000536,2026-08-05,PROD-000268,Milk Crunch,Stock Received,466.0,GRN-000536,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000537,2026-06-15,PROD-000269,Golden Crunch,Opening Stock,1047.0,OPEN-PROD-000269,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000538,2026-08-05,PROD-000269,Golden Crunch,Stock Received,830.0,GRN-000538,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000539,2026-06-15,PROD-000270,Vanilla Cream,Opening Stock,1436.0,OPEN-PROD-000270,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000540,2026-08-02,PROD-000270,Vanilla Cream,Stock Received,444.0,GRN-000540,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000541,2026-06-15,PROD-000271,Vanilla Cream,Opening Stock,1919.0,OPEN-PROD-000271,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000542,2026-08-02,PROD-000271,Vanilla Cream,Stock Received,209.0,GRN-000542,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000543,2026-06-15,PROD-000272,Classic Crackers,Opening Stock,1892.0,OPEN-PROD-000272,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000544,2026-07-18,PROD-000272,Classic Crackers,Stock Received,415.0,GRN-000544,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000545,2026-06-15,PROD-000273,Family Pack,Opening Stock,1813.0,OPEN-PROD-000273,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000546,2026-07-10,PROD-000273,Family Pack,Stock Received,1102.0,GRN-000546,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000547,2026-06-15,PROD-000274,Vanilla Cream,Opening Stock,559.0,OPEN-PROD-000274,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000548,2026-07-30,PROD-000274,Vanilla Cream,Stock Received,715.0,GRN-000548,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000549,2026-06-15,PROD-000275,Family Pack,Opening Stock,1553.0,OPEN-PROD-000275,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000550,2026-07-10,PROD-000275,Family Pack,Stock Received,845.0,GRN-000550,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000551,2026-06-15,PROD-000276,Coconut Crunch,Opening Stock,688.0,OPEN-PROD-000276,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000552,2026-07-01,PROD-000276,Coconut Crunch,Stock Received,1053.0,GRN-000552,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000553,2026-06-15,PROD-000277,Premium Wafer,Opening Stock,2030.0,OPEN-PROD-000277,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000554,2026-08-04,PROD-000277,Premium Wafer,Stock Received,933.0,GRN-000554,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000555,2026-06-15,PROD-000278,Strawberry Cream,Opening Stock,1164.0,OPEN-PROD-000278,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000556,2026-07-12,PROD-000278,Strawberry Cream,Stock Received,398.0,GRN-000556,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000557,2026-06-15,PROD-000279,Milk Crunch,Opening Stock,582.0,OPEN-PROD-000279,Main Warehouse,Demo Administrator,Initial demo stock
